ObjectId,ResponseID,EndDate,Finished,Rate_your_satisfaction_with_thi,Satisfaction_Level,Program,Answered_Question__1_yes__0_no_,Percent_,Fiscal_Year,FY
756,R_2SGm4QsOi6VEfX0,2018/06/26 23:39:59,1,3,Neutral,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
757,R_2Si35wOBFsqi1fr,2017/06/13 12:48:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
758,R_2SlhCjPLKOYXEZc,2017/06/15 12:08:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
759,R_2SlwqaJQffFcCAB,2018/06/26 20:23:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
760,R_2SprkZzdhqlDO7F,2017/06/15 01:41:00,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
761,R_2sSAOxFdRd3EKme,2017/06/13 11:45:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
762,R_2SuafnCCf5Slm7r,2018/05/30 12:01:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
763,R_2SubZ7rVZjOdCQs,2017/06/13 17:12:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
764,R_2Svt2JXzeCg2wAt,2018/06/26 10:08:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
765,R_2sWHMucKEv32tgy,2017/06/16 11:16:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
766,R_2tmtAT6u1G6mLxH,2016/08/31 08:22:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
767,R_2eUA9b0Rb3Wvyft,2017/06/13 17:29:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
768,R_2TnH2oNz1kxAwUQ,2017/06/16 14:19:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
769,R_2To7nZfc6Vu5iFT,2017/06/15 18:01:59,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
770,R_2ToDoFUMDR725aq,2018/06/26 09:37:59,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
771,R_2ToDoYFRH0Hi4iR,2017/06/13 11:13:59,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
772,R_2toq3gmEt35qOtz,2017/06/14 09:46:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
773,R_2tossXfJnzxP6PC,2017/06/13 11:44:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
774,R_2TpIDQw1gDNnBR2,2017/06/13 12:36:59,1,4,Dissatisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
775,R_2trpRqsF4SPAHsJ,2018/05/30 17:26:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
776,R_2TtOyu9EQqhiKVq,2018/06/26 13:11:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
777,R_2TTpTYh48dKXith,2018/06/28 21:27:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
778,R_2tutOa61mCRpDRG,2017/06/13 21:52:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
779,R_2TXYL3BAl9pdJKi,2017/06/13 14:45:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
780,R_2TYtYHUqyrRz5Br,2018/06/26 08:52:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
781,R_2tzIJrnMlBkpJrT,2018/06/26 14:29:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
782,R_2U3pMANSlDxZht6,2016/09/01 00:33:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
783,R_2U6lm0zbu57biAC,2016/08/30 18:24:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
784,R_2uCVovZidvbmZNp,2017/06/13 12:11:59,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
785,R_2uD5CO8QwzZYjZJ,2017/06/13 21:10:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
786,R_2UhdwbzlbXVqKYN,2017/06/13 11:55:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
787,R_2uIld9ueHpP0M4m,2018/06/26 09:32:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
788,R_2uNE6QxEED3W7il,2018/06/04 10:59:00,1,5,Very Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
789,R_2uVSVQ8Q91HqufF,2018/06/26 09:33:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
790,R_2UWRpY4JOqDuI4F,2017/06/15 02:42:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
791,R_2UX950vVQTx1TGf,2017/06/13 21:49:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
792,R_2V1hICsa2V89qdS,2017/06/13 11:58:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
793,R_2V1RZPfdDDJD5pN,2018/06/26 08:09:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
794,R_2V2rjIRqUHT3Bg9,2018/06/27 18:10:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
795,R_2V3yhxQTqIxzt5x,2017/06/15 08:02:00,1,4,Dissatisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
796,R_2V4nqMW4F1VheZS,2017/06/22 06:01:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
797,R_2V4PgRkvFR8DPzG,2017/06/13 17:16:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
798,R_2v6ou7HLvzjmtma,2017/06/19 14:50:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
799,R_2v6xkmRbz9Vknyz,2018/05/30 12:20:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
800,R_2V8c07QXz9E9j5U,2018/06/28 15:43:59,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
801,R_3lK3d2iM4vNHrTw,2017/06/16 16:38:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
802,R_3lKqU3PCaBmwCof,2018/06/26 16:28:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
803,R_3lKZFvpb7CIrX8o,2018/06/26 08:05:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
804,R_3lPvOMSVx6NhUKq,2018/06/26 08:21:00,1,4,Dissatisfied,Music Program,1,,2018/06/30 00:00:00,FY 2018
805,R_3lSICt8FMH9c7wf,2017/06/13 13:04:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
806,R_3lVMI43demdcDse,2018/06/26 10:54:00,1,1,Very Satisfied,Martial Arts,1,,2018/06/30 00:00:00,FY 2018
807,R_3lWa0HqGoSpvx9k,2017/06/13 21:42:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
808,R_3lWa2MojGGy0HXH,2017/06/13 15:53:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
809,R_3lWY8Y82ykyLGe3,2018/06/26 20:45:00,1,1,Very Satisfied,Music Program,1,,2018/06/30 00:00:00,FY 2018
810,R_3LYmV6QIiTKqYhm,2018/06/02 10:59:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
811,R_3LZ3J6ckbaKPKGr,2017/06/13 12:49:59,1,1,Very Satisfied,Adaptive Youth,1,,2017/06/30 00:00:00,FY 2017
812,R_3lzYpwJgWpk58vW,2018/06/27 09:36:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
813,R_3M5TzuY5i7OMIpw,2017/06/13 11:41:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
814,R_3M6HZCeZI0KAXcD,2017/06/13 13:05:59,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
815,R_2xLEHRYwA1svZ2z,2018/06/27 10:31:00,1,2,Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
816,R_3m8fKmVOFAYdnU5,2017/06/13 19:47:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
817,R_3McjOWKUaGhR5Ns,2017/06/13 11:28:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
818,R_3MDm7XUXIhRVLxc,2018/06/26 19:24:00,1,1,Very Satisfied,Fitness Class,1,,2018/06/30 00:00:00,FY 2018
819,R_3f2so1fMxqOMQN3,2017/06/13 11:45:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
820,R_2xM3BILRb8ExKXm,2018/06/26 09:17:59,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
821,R_2ZPwzrnqYvYxWnH,2017/06/13 14:10:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
822,R_3mes9gV7JTtAZzI,2018/06/26 15:40:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
823,R_3hfklvjuyL3FiYR,2018/06/26 09:04:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
824,R_33r0coIY2rFq8In,2017/06/13 12:56:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
825,R_2XmQKOVU941RfnQ,2017/06/13 16:21:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
826,R_3f6jo3OYdZGdDfX,2017/06/15 17:41:00,1,3,Neutral,Dance Class,1,,2017/06/30 00:00:00,FY 2017
827,R_2ZTWDQr2C4VgsgB,2017/06/15 20:48:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
828,R_3MfKfN3S3nxFTc9,2018/06/27 16:15:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
829,R_33sxL5g01A8cW0g,2018/06/26 12:06:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
830,R_3HGkA6Ur1y9uZ1y,2017/06/14 16:44:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
831,R_2xQ601uBTvl7jOB,2018/05/30 12:43:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
832,R_3fAyTJdoq6t6Kyo,2017/06/13 14:21:00,1,5,Very Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
833,R_2ZUeef0ormKfYpn,2016/09/03 10:12:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
834,R_3MGqjDgf2gwz7Rv,2018/06/26 14:57:00,1,2,Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
835,R_39le2mGkbaF4ox3,2017/06/13 11:54:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
836,R_3hhZPvumZ2PkXAf,2016/08/31 17:52:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
837,R_3HiUvlOKLKRsTnr,2017/06/13 23:28:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
838,R_3HRKPhr7RxiBLUS,2017/06/13 13:43:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
839,R_3Ht6IgiEsUiMyqO,2018/06/28 22:44:00,1,5,Very Dissatisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
840,R_3HuhsjbICV393qL,2017/06/13 15:20:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
841,R_3HZDOHbY3rMD20I,2017/06/13 11:51:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
842,R_3HZFbdAYCkF68v7,2017/06/17 13:36:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
843,R_3hzI5t1LoEjpkfm,2017/06/13 11:32:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
844,R_3I0iUu8m2kKvrET,2018/06/26 08:09:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
845,R_3I3QtBLsXXDR3b2,2017/06/14 22:18:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
846,R_3I6LHffdbHFjbzo,2018/06/26 10:22:59,1,3,Neutral,Dance Class,1,,2018/06/30 00:00:00,FY 2018
847,R_3I9LQhuBIrUIBt6,2017/06/18 06:43:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
848,R_3I9mBeJwpnTo5Kk,2017/06/22 13:01:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
849,R_3I9uWnA10hdh7w9,2017/06/14 08:51:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
850,R_3IauWbukikOqKLD,2016/09/11 23:29:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
851,R_3iBZkprx41U7eGm,2018/06/27 10:02:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
852,R_3iDAKR67eRHa7Ky,2017/06/13 23:47:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
853,R_3iEyNPNlxUYdvgG,2017/06/16 19:25:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
854,R_3iF5hIOH5IbHxr0,2018/06/26 11:23:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
855,R_3ikWRlT9aZEfSiz,2017/06/16 09:43:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
856,R_3iKZ1jCGsxUJ8nK,2017/06/13 11:16:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
857,R_3imzIVnYfFiJQ7e,2017/06/14 09:49:00,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
858,R_3iPGcOew9s5qtu1,2017/06/14 05:19:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
859,R_3iQ2uDsVmUleI3G,2017/06/22 14:00:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
860,R_3itk8PgbaRPhjQB,2017/06/15 17:19:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
861,R_3iUPusxekjlMraI,2017/06/24 15:19:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
862,R_3iVZ0gPpHh0GeRa,2017/06/14 20:50:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
863,R_3IWgXni5AFkD0Je,2017/06/13 15:27:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
864,R_3iwk1vtVQku1mjT,2016/08/30 20:45:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
865,R_3iWPwYAjqic6riP,2017/06/13 16:20:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
866,R_3IYkFzE1XzeZ3JT,2017/06/13 16:33:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
867,R_3IYwp09AGXB7MAn,2017/06/13 14:48:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
868,R_3J2BsEvpyIMdv5T,2017/06/13 11:42:59,1,2,Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
869,R_3J2EgbgVA6XwcA4,2017/06/13 11:29:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
870,R_3J4KJCO2xdEWmOR,2017/06/13 11:38:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
871,R_3j6jhXRlN6kdt5Q,2017/06/14 12:48:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
872,R_3j6zdfvolhDv3iO,2017/06/13 11:21:00,1,2,Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
873,R_3j7phfpIVRYjSoK,2018/06/26 18:49:59,1,2,Satisfied,Adult Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
874,R_3JCP8AV25ECoDrs,2017/06/13 11:29:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
875,R_3JCQyurSDunD2sP,2016/08/30 20:58:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
876,R_3jdPX1tlatI13Ms,2017/06/13 17:25:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
877,R_3JEGI2aeutrvVJa,2017/06/16 08:26:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
878,R_3Jf5Ayj0z2eOwK0,2017/06/13 11:28:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
879,R_3JfuDLQUNDf6Cwd,2018/06/26 09:27:00,1,1,Very Satisfied,Fitness Class,1,,2018/06/30 00:00:00,FY 2018
880,R_3JgZe2qVWLBX4F8,2017/06/13 15:32:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
881,R_3JkmfJWhqxEuuCv,2017/06/13 21:11:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
882,R_3JkOxOg1W0zQVyn,2017/06/13 18:35:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
883,R_3JlrzxafJERA8dr,2017/06/14 18:56:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
884,R_2zuJSkWriXknyCB,2017/06/13 23:12:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
885,R_2ZUNrxr5atCDZB2,2017/06/17 21:46:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
886,R_2zvkvc8Cg5djbM0,2018/06/26 10:59:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
887,R_2zvXZJQdDOhrXP7,2018/06/26 10:15:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
888,R_2zvZzbb9CMhgBVU,2016/08/30 17:05:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
889,R_3CDDimBm0fWrPFJ,2017/06/13 12:56:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
890,R_3CGWiTSh3NkF0FA,2018/06/27 02:16:59,1,1,Very Satisfied,Music Program,1,,2018/06/30 00:00:00,FY 2018
891,R_3CPUHV1W0gzO1b3,2017/06/18 17:28:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
892,R_2ZX3K8TY83MtG6s,2017/06/13 11:31:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
893,R_2xQz4ZWXMNLmYsZ,2017/06/15 13:09:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
894,R_3fcKb1YpF5stnx2,2018/06/26 12:35:00,1,2,Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
895,R_2xRh1oQb8eZOmQW,2016/08/30 16:49:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
896,R_3CT9RPrlzjKafzF,2017/07/02 10:44:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
897,R_2ZX4HammViHQ3SQ,2017/06/13 19:30:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
898,R_2zXTYNJKFxns0lG,2017/06/14 05:48:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
899,R_3mh1YUZKHtndtRb,2017/06/13 20:26:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
900,R_3Mi0JUSyYJxU9ZB,2016/08/30 21:01:59,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
901,R_2xVtCzzWbC3ited,2017/06/13 21:04:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
902,R_3060aVHWfeXtQJM,2017/06/23 09:20:59,1,3,Neutral,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
903,R_3mkpcXS6BvC2AWg,2018/06/27 18:06:00,1,2,Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
904,R_3CTq80zbn3fecv8,2017/06/13 11:52:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
905,R_3fddlPoGH1bcG65,2017/06/14 17:42:00,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
906,R_2xXDQ06IJi47pIu,2017/06/13 20:34:00,1,5,Very Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
907,R_308Fx12aFhvXPvV,2017/06/13 20:18:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
908,R_3MLGZDsdMUUjPbY,2017/06/13 21:27:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
909,R_3CW2Mn7RSlxxDU2,2018/07/03 11:16:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
910,R_2xzU3BwEcbUanZ7,2018/06/26 10:02:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
911,R_3fDmJQrltkLiuLQ,2017/06/13 12:17:59,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
912,R_30c9aa4AtPpqHsT,2016/08/30 16:37:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
913,R_3Mm344iImLOWVzu,2017/06/13 11:29:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
914,R_3CZNbWP3o8N8dXX,2017/06/13 18:35:00,1,2,Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
915,R_2xzzArNrG4kAytd,2017/06/14 18:56:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
916,R_3fHnOlZ9Vr28RYY,2016/08/31 15:55:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
917,R_3ni4oYJh4eFuMDJ,2017/06/14 07:05:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
918,R_30cU06vQYkaz5a5,2017/06/13 13:12:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
919,R_3Mm9bmNh9jdU9hS,2017/06/14 08:18:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
920,R_3D0zVJu3TOFg1it,2017/06/15 07:41:00,1,3,Neutral,Dance Class,1,,2017/06/30 00:00:00,FY 2017
921,R_2y18saelXctmU6f,2017/06/13 11:36:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
922,R_3FIPvscrdhENKNl,2017/06/13 15:00:00,1,4,Dissatisfied,Adult Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
923,R_3nj8xMzXbkvTiAG,2017/06/14 07:54:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
924,R_30i9T0UR3zzbjz7,2017/06/13 23:29:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
925,R_3mmcy4X0Yfwocss,2017/06/13 12:23:00,1,5,Very Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
926,R_2y2sCYSAuQpTODg,2018/06/26 12:29:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
927,R_3D1HVJXguEkTXQq,2017/06/13 22:50:59,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
928,R_3fk2oTKRa3fgGJx,2018/06/26 13:15:59,1,5,Very Dissatisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
929,R_3NKR5uzQw6N34xm,2016/08/30 21:46:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
930,R_30it5HSW56Ve90b,2017/06/13 14:23:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
931,R_3MPEDvSr2jrrn0B,2016/08/30 18:40:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
932,R_2Y4YHQarhNsJO1o,2018/05/30 12:26:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
933,R_3dEpJX4LgCCOm94,2017/06/19 07:08:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
934,R_3fkFFidOmiz0Amw,2016/08/30 17:19:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
935,R_3Jm8oeGz4R1wTKx,2016/09/05 12:30:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
936,R_3NLfCq41m7AoVz3,2017/06/14 19:36:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
937,R_3NLnqPB7cEhfcrL,2017/06/13 12:27:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
938,R_3nMDwBgVrpWvu1f,2017/06/14 10:18:00,1,3,Neutral,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
939,R_3nMWPGhUvyFFmM7,2017/06/13 11:35:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
940,R_3nN6VwLvw7uZXM6,2017/06/13 15:08:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
941,R_3nO6bVpZEOwqRg6,2017/06/15 17:38:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
942,R_3npDSly799LhEPI,2018/06/05 14:32:59,1,3,Neutral,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
943,R_3NR5HdLzOCuCTT4,2016/08/31 09:43:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
944,R_3NRj2sqVIbZWQmo,2017/06/13 12:27:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
945,R_3nTVJDmvodWgL2b,2017/06/13 11:38:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
