Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Audience,Attendance
Recreation,,04/13/2019 10:00:00 AM,Queens,Recreation Center,Sorrentino Recreation Center,Double Dutch Workshop,Open House,Fitness,Fitness,General Public,75
Recreation,Public Theater Mobile Unit,04/23/2019 07:00:00 PM,Queens,Recreation Center,A.R.R.O.W. Field House,The Tempest,Open House,Arts/Culture,AC&F,General Public,0
Recreation,Public Theater Mobile Unit,04/15/2019 01:00:00 PM,Queens,Recreation Center,Roy Wilkins Recreation Center,The Tempest,Open House,Arts/Culture,AC&F,General Public,70
Recreation,City Center on the Move,04/05/2019 10:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Rooted,Open House,Arts/Culture,AC&F,General Public,145
Recreation,Council Member Robert Holden,04/27/2019 11:00:00 AM,Queens,Park,Juniper Valley Park,Easter Festival at Juniper Valley,Agency Produced Event,Family Festival,,General Public,2000
Recreation,Art Students League,05/09/2019 06:00:00 PM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Water Color Workshop,Open House,Arts/Culture,AC&F,General Public,23
Recreation,Art Students League,04/04/2019 12:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Water Color Workshop,Open House,Arts/Culture,AC&F,General Public,30
Recreation,,02/19/2019 10:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,All Star Basketball,Open House,Sport,Tier 1,Teens,41
Recreation,,02/01/2019 10:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Senior 3vs3 Basketball League,Tournament/Competition,Sport,Tier 1,Seniors,25
Recreation,,01/21/2019 12:00:00 PM,Queens,Recreation Center,Al Oerter Recreation Center,Martin Luther King Jr. 3 on 3 Basketball Classic,Tournament/Competition,Sport,Tier 1,Teens,25
Recreation,,05/08/2019 01:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,May Flowers: A Mother's Day Painting Workshop,Open House,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,20
Recreation,,01/19/2019 10:30:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Silent Disco,Open House,Fitness,Dance,General Public,180
Urban Park Rangers,College Of Staten Island,05/09/2019 02:00:00 PM,Staten Island,School,College of Staten Island,College of Staten Island Career Fair,Open House,Academic/Out of School time,,Young Adult;#Adults;#Teens,40
Recreation,Queens Recreation,01/18/2019 06:30:00 PM,Queens,Recreation Center,Al Oerter Recreation Center,DJ Clinic,Local Event,Arts/Culture,Music,General Public,27
Urban Park Rangers,Urban Park Rangers,05/04/2019 01:00:00 PM,Manhattan,Park,Highbridge Park,Urban Wildlife Festival,Agency Produced Event,Family Festival,,General Public,1250
Urban Park Rangers,Faber Recreation and Riverworks,04/26/2019 10:30:00 AM,Staten Island,Recreation Center,Faber Park Recreation Center,Arbor Day,Community Based Event,Academic/Out of School time,,General Public,17
Recreation,,02/08/2019 06:30:00 PM,Queens,Recreation Center,Sorrentino Recreation Center,DJ Clinic,Open House,Arts/Culture,Music,Young Adult,17
Urban Park Rangers,NYC Envirothon,04/12/2019 09:00:00 AM,Bronx,Park,Bronx Park,NYC Envirothon,Tournament/Competition,Academic/Out of School time,,Teens,135
Urban Park Rangers,The Friends of Forest Park and The Forest Park Trust,04/27/2019 10:00:00 AM,Queens,Park,Forest Park,Earth Day Beautification,Community Based Event,Family Festival,,General Public,60
Urban Park Rangers,,04/28/2019 12:00:00 AM,Staten Island,Park,Tompkinsville Park,St. George Earth Day,Community Based Event,Family Festival,,General Public,60
Recreation,,04/26/2019 04:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Final Four Fridays,Agency Produced Event,Sport,Tier 1,Children;#Teens,36
Urban Park Rangers,NYC Parks,04/25/2019 09:00:00 AM,Brooklyn,Park,Prospect Park,Bring Your Kids to Work Day,Agency Produced Event,Family Festival,Play,Children;#Adults;#Teens,22
Urban Park Rangers,Office of Council Member Vanessa L. Gibson,04/22/2019 02:00:00 PM,Bronx,Park,Mullaly Park,District 16 Earth Day Celebration,Community Based Event,Family Festival,,General Public,42
Recreation,,03/24/2019 12:00:00 PM,Queens,Recreation Center,Al Oerter Recreation Center,She's On Point,Community Based Event,Sport,Tier 1,Children;#Teens;#General Public,200
Recreation,NY Presbyterian,04/20/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Community Based Event,Fitness,,General Public,15
Recreation,,04/20/2019 10:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Fit Mania,Open House,Fitness,,Young Adult;#Adults,35
Urban Park Rangers,,04/20/2019 12:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Earth Day- Learn and Play,Local Event,Family Festival,,General Public,10
Urban Park Rangers,National Parks Service,04/20/2019 10:00:00 AM,Queens,Nature Center,Jamaica Bay Wildlife Refuge,Junior Ranger Day,Agency Produced Event,Family Festival,Play,Children,31
Recreation,,04/12/2019 05:30:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Spring Dance -a- Thon,Community Based Event,Fitness,Music,Young Adult;#Adults;#Seniors;#General Public;#Teens;#Children,34
Recreation,,04/19/2019 03:30:00 PM,Manhattan,Park,J. Hood Wright Park,Easter Egg Hunt,Local Event,Family Festival,,Children;#Young Adult;#Adults;#Seniors;#General Public,355
Recreation,,04/19/2019 03:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,An Easter Egg-perience,Agency Produced Event,Family Festival,Play,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,195
Recreation,,02/22/2019 12:00:00 AM,Queens,Park,Al Oerter Soccer field 8,Sports Day,Community Based Event,Sport,Tier 2,Children;#Teens,25
Public Programs,Red Hook Recreation Center,04/18/2019 12:00:00 AM,Brooklyn,Recreation Center,Red Hook Recreation Center,Earth Day Festival,Local Event,Family Festival,Play,Children,150
Urban Park Rangers,Fort Greene Conservancy,04/13/2019 11:00:00 AM,Brooklyn,Nature Center,Fort Greene Visitor Center,Fort Greene Easter Egg Hunt,Local Event,Family Festival,Play,Adults,383
Recreation,,02/18/2019 11:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Sports Day,Community Based Event,Sport,Tier 2,Children;#Teens,30
Urban Park Rangers,Envirothon,04/13/2019 09:00:00 AM,Bronx,Park,Bronx Park,Envirothon,Tournament/Competition,Academic/Out of School time,Lecture/Panel/Talk,Teens,135
Urban Park Rangers,PS 108,04/16/2019 09:45:00 AM,Queens,Park,Highland Park,Arbor Day,Community Based Event,Academic/Out of School time,,Children,70
Recreation,Earth Celebrations in Collaboration with NYCParks & Solar One,04/06/2019 12:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Paint the Mobile Moral,Community Based Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,17
Urban Park Rangers,Muslim Volunteers for New York,04/13/2019 10:00:00 AM,Manhattan,Park,Ruppert Park,Muslim Volunteers for New York,Community Based Event,Arts/Culture,,Tot;#Children;#Adults;#General Public,50
Recreation,UNE / DOE,04/12/2019 06:00:00 PM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Girls Empowerment Night,Community Based Event,Arts/Culture,Lecture/Panel/Talk,Teens;#Young Adult;#Adults;#General Public,26
Recreation,,04/20/2019 10:00:00 AM,Staten Island,Park,Ocean Breeze Park,,Community Based Event,Arts/Culture,,General Public;#Seniors;#Teens;#Adults;#Adaptive;#Tot;#Children;#Young Adult,100
Recreation,,05/31/2019 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Toddler Time Soccer Event,Community Based Event,Sport,Tier 2,Tot,75
Recreation,,05/06/2019 09:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,May Open House Week,Open House,Fitness,,General Public,150
Recreation,,04/27/2019 12:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Ultimate Teen Boot Camp Challenge,Tournament/Competition,Fitness,,Teens;#Young Adult,50
Recreation,,04/22/2019 12:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Recfor Life: Spring Break Open House,Open House,Academic/Out of School time,,Young Adult;#Teens,200
Recreation,,04/22/2019 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Earth Day,Community Based Event,Academic/Out of School time,,Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public,100
Urban Park Rangers,GreenThumb,03/30/2019 10:30:00 AM,Manhattan,School,CUNY Graduate Center,GrowTogether - Conference Presentation,Agency Produced Event,Arts/Culture,,Adults,14
Recreation,,03/30/2019 11:00:00 AM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,When we were young,Community Based Event,Family Festival,Play,Children;#Tot;#Teens;#General Public,62
Recreation,,04/27/2019 09:00:00 AM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Thomas Jefferson 8 Ball Billiards Tournament,Tournament/Competition,Performance,,Adults,30
Recreation,,04/19/2019 02:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Thomas Jefferson Easter Egg Bunny Hop,Local Event,Arts/Culture,Play,Tot;#Children,150
Recreation,7th Precinct Community Affairs,03/23/2019 12:00:00 PM,Manhattan,Other,Basketball City,March Madness: Cops & Kids Baksetball,Tournament/Competition,Sport,Tier 1,Children;#Teens;#General Public,335
Recreation,,03/22/2019 04:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Final Four Fridays,Tournament/Competition,Sport,Tier 1,Children;#Teens;#General Public,66
Recreation,,03/15/2019 06:00:00 PM,Manhattan,Recreation Center,Highbridge,PEP versus Teens Basketball Tournament,Tournament/Competition,Sport,,Teens,18
Recreation,New York Presbyterian,03/16/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Open House,Fitness,Fitness,Children;#Young Adult;#Adults;#Tot,45
Recreation,,03/15/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired: Jennifer Baird,Community Based Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,46
Recreation,,03/02/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,A Dr. Seuss Celebration,Open House,Family Festival,Play,Children;#Tot,80
Recreation,,02/26/2019 05:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Flashback Fitness,Agency Produced Event,Fitness,Fitness,Young Adult;#Teens;#Adults,40
Recreation,,02/27/2019 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Faith Ringgold,Agency Produced Event,Arts/Culture,AC&F,General Public,30
Recreation,,02/26/2019 12:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Fitness Flashback,Community Based Event,Fitness,,General Public,40
Recreation,,02/15/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired: Kehinde Wiley,Community Based Event,Arts/Culture,,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,30
Recreation,Media Ed Photo Booth,02/15/2019 05:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Valentine's Cupid Shuffle,Agency Produced Event,Family Festival,Dance,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,45
Recreation,PS 001 Alfred E. Smith School,02/14/2019 12:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Girls Empowerment Day | Part 2 : Alfred E. Smith School PS 001,Community Based Event,Fitness,Fitness,Children,278
Recreation,,02/08/2019 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Glow in The Dark Paint Night Valentines Day Special,Community Based Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors,120
Recreation,PS 126 MAT School,02/06/2019 03:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Girls Empowerment Day : Part 1 : PS 126 MAT School,Community Based Event,Sport,Fitness,Children,438
Recreation,,02/02/2019 02:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Chess Tournamnet 2019,Tournament/Competition,Sport,Awards,Children;#Adults;#Young Adult;#Teens;#Seniors,11
Recreation,,01/30/2019 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Jose Salazar Vazquez,Agency Produced Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive,24
Recreation,,02/14/2019 09:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Healthy Heart Spin Off,Open House,Fitness,Fitness,Young Adult;#Adults;#Seniors;#General Public,60
Recreation,,02/04/2019 10:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Recreation Without Limits Open House Week,Open House,Fitness,Fitness,Adaptive,60
Urban Park Rangers,Borough Presidents Office,01/27/2019 01:00:00 PM,Staten Island,School,Susan E. Wagner High School,Direct Connect,Community Based Event,Family Festival,,Children;#Young Adult;#Adults;#Teens;#General Public,55
Urban Park Rangers,Parks Marketing and Special Events,01/26/2019 11:00:00 AM,Manhattan,Park,Central Park,Winter Jam,Agency Produced Event,Family Festival,,General Public,1000
Recreation,,01/25/2019 12:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Senior Fitness Day,Open House,Fitness,Fitness,Seniors;#Adults,25
Recreation,CHALK,01/19/2019 12:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Community Based Event,Fitness,Lecture/Panel/Talk,General Public,120
Recreation,,01/18/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired: Chuck Close,Community Based Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors,40
Recreation,,01/18/2019 05:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Disco Skate Night,Community Based Event,Family Festival,Dance,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,224
Recreation,,01/12/2019 11:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Ultimate Fitness Frenzy,Open House,Fitness,,Seniors;#Adults;#Teens,29
Recreation,,01/04/2019 05:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Neon Glow Zumba Fest,Community Based Event,Fitness,Dance,General Public;#Seniors;#Adults;#Young Adult,31
Urban Park Rangers,NYC Audobon,12/16/2018 08:00:00 AM,Manhattan,Park,Central Park,Chritmas Bird Count,Community Based Event,Academic/Out of School time,,General Public,48
Recreation,,12/06/2018 12:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Literacdy Day,Community Based Event,Academic/Out of School time,Lecture/Panel/Talk,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,65
Recreation,,12/18/2018 12:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Senior Art & Caroling,Community Based Event,Arts/Culture,,Seniors,15
Recreation,,12/16/2018 12:30:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,WBO Winter Wonderland,Community Based Event,Family Festival,,Tot;#Children;#General Public,300
Recreation,Brooklyn Recreation,12/14/2018 10:00:00 AM,Brooklyn,Recreation Center,Fort Hamilton Senior Center,Circuit Training for Seniors,Local Event,Fitness,,Seniors;#Adults;#General Public,25
Public Programs,,12/07/2018 07:00:00 PM,Brooklyn,Recreation Center,Metropolitan Recreation Center,"Movies Under the Stars  "" Paddington 2""",Community Based Event,Mobile Unit,,General Public,10
Recreation,,12/07/2018 10:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Loteria y Cafe,Community Based Event,Arts/Culture,Play,Adults;#Seniors;#General Public;#Adaptive,15
Urban Park Rangers,Green Horizons,10/18/2018 10:00:00 AM,Queens,Other,Queens Botanical Garden,Green Horizons,Community Based Event,Family Festival,,Children,120
Urban Park Rangers,,10/04/2018 10:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Think-Move-Achieve Resource Expo,Open House,Fitness,,Adults,300
Public Programs,Shape Up NYC,01/29/2019 10:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Shape Up NYC Host Site Orientation,Open House,Fitness,Lecture/Panel/Talk,Adults,30
Recreation,NYPD 33rd Precinct,11/30/2018 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,NYPD vs. Teens,Community Based Event,Sport,Tier 1,Teens;#Adults,47
Recreation,,08/16/2018 11:00:00 AM,Bronx,Other,St Andrews Church,Play & Picnic Day,Agency Produced Event,Mobile Unit,Play,Children,65
Media Education,RecYouth,08/08/2018 03:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,RecYouth Teen Digital Media Showcase,Agency Produced Event,Arts/Culture,Awards,Adults;#Teens;#Young Adult;#Children,250
Recreation,,11/28/2018 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By,Community Based Event,Arts/Culture,,Children;#Young Adult;#Adults;#Teens,15
Urban Park Rangers,Marketing and Special Events,11/17/2018 10:00:00 AM,Bronx,Park,Bronx Park,Fall Field Day,Agency Produced Event,Family Festival,,General Public,55
Recreation,Queens Recreation,11/23/2018 10:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Turkey Bowl,Community Based Event,Sport,Tier 1,Children;#Adults;#Young Adult,30
Recreation,Queens Recreation,11/23/2018 11:00:00 AM,Queens,Recreation Center,Vic Hanson Recreation Center,Scrabble Tournament,Community Based Event,Academic/Out of School time,Awards,Children,20
